,Unnamed: 0,content,data,like,place,tags,kor_nouns
431,431,2021년 1월 23일 새벽 2시 요한계시록 두 선지자의 금요예배 설교 안내🇰🇷🌿🌿동시통역 생중계 채널유튜브: https://www.youtube.com/c/ARTHURPARKCHANNEL페이스북: https://www.facebook.com/JesusIsComingKorea/트위터: https://twitter.com/ArthurPark60페리스코프: https://www.pscp.tv/parkhsa/트위치: www.twitch.tv/parkhsa#코로나 #COVID19 #사회적거리두기 #교회 #예배 #요한계시록 #휴거 #환란 #회개와_거룩함 #주님의_길을_예비하라 #메시아께서_오신다 #love #instagood #fashion #photooftheday #art #beautiful #photography #happy #follow #cute #nature,2021-01-22,좋아요 1개,,"['#코로나', '#COVID19', '#사회적거리두기', '#교회', '#예배', '#요한계시록', '#휴거', '#환란', '#회개와_거룩함', '#주님의_길을_예비하라', '#메시아께서_오신다', '#love', '#instagoo', '#fashion', '#photoofthe', '#art', '#beautiful', '#photography', '#happy', '#follow', '#cute', '#nature']","['요한계시록', '선지자', '금', '예배', '설교', '통역', '생중계', '유튜브', '페이스북', '트위터', '페리', '스코프', '트위치', '코로나', '사회', '두기', '교회', '예배', '요한계시록', '휴거', '환란', '회개', '주님', '예비', '메시아']"
432,432,2021년 1월 23일 새벽 2시 요한계시록 두 선지자의 금요예배 설교 안내🇰🇷🌿🌿동시통역 생중계 채널유튜브: https://www.youtube.com/c/ARTHURPARKCHANNEL페이스북: https://www.facebook.com/JesusIsComingKorea/트위터: https://twitter.com/ArthurPark60페리스코프: https://www.pscp.tv/parkhsa/트위치: www.twitch.tv/parkhsa#코로나 #COVID19 #사회적거리두기 #교회 #예배 #요한계시록 #휴거 #환란 #회개와_거룩함 #주님의_길을_예비하라 #메시아께서_오신다 #love #instagood #fashion #photooftheday #art #beautiful #photography #happy #follow #cute #nature,2021-01-22,좋아요 4개,,"['#코로나', '#COVID19', '#사회적거리두기', '#교회', '#예배', '#요한계시록', '#휴거', '#환란', '#회개와_거룩함', '#주님의_길을_예비하라', '#메시아께서_오신다', '#love', '#instagoo', '#fashion', '#photoofthe', '#art', '#beautiful', '#photography', '#happy', '#follow', '#cute', '#nature']","['요한계시록', '선지자', '금', '예배', '설교', '통역', '생중계', '유튜브', '페이스북', '트위터', '페리', '스코프', '트위치', '코로나', '사회', '두기', '교회', '예배', '요한계시록', '휴거', '환란', '회개', '주님', '예비', '메시아']"
433,433,새우튀김~#에빠누이미용실 #dailylook #직장인 #daily #데일리 #진주 #코로나#미용실 #코로나 #먹스타그램 #셀스타그램 #일상 #nurse #follow #에빠누이 #미용실추천 #미용실오픈 #미용실이벤트#미용실daily #헤어피는꽃🌸#진주미용실추천 #진주미용실잘하는곳 #진주미용실인테리어 #진주미용실주인공미장 #진주시남자머리잘하는곳#진주시여자머리잘하는곳#미용실추천 #판문동미용실 #평거동미용실#새우튀김,2021-01-22,좋아요 18개,,"['#에빠누이미용실', '#직장인', '#데일리', '#진주', '#코로나', '#미용실', '#코로나', '#먹스타그램', '#셀스타그램', '#일상', '#nurse', '#follow', '#에빠누이', '#미용실추천', '#미용실오픈', '#미용실이벤트', '#미용실', '#헤어피는꽃🌸', '#진주미용실추천', '#진주미용실잘하는곳', '#진주미용실인테리어', '#진주미용실주인공미장', '#진주시남자머리잘하는곳', '#진주시여자머리잘하는곳', '#미용실추천', '#판문동미용실', '#평거동미용실', '#새우튀김']","['새우', '튀김', '에빠', '누', '미용실', '직장인', '일리', '진주', '코로나', '미용실', '코로나', '스타', '스타', '에빠누이', '미용실', '미용실', '오픈', '미용실', '이벤트', '미용실', '헤어', '꽃', '진주', '미용실', '진주', '미용실', '곳', '진주', '미용실', '인테리어', '진주', '미용실', '주인공', '미장', '진주시', '남자', '머리', '곳', '진주시', '머리', '곳', '미용실', '판문동', '미용실', '평거동', '미용실', '새우', '튀김']"
434,434,#모범손님👍 저희 샵은 4주까지 보수를 해드리니 걱정마세요😊  #휘경동네일#유지력좋은#외대네일#속눈썹연장#패디큐어#네일아트잘하는잡#소통#외대네일#이달의아트#웨딩네일#네일디자인#외대정문#도란도란곱창#네일스타그램#봄내일#무광네일#외대#심플네일#nail#gelnails#코로나#가성비좋은네일샵#도깨비젤입고#유지력좋은샵#코로나#동대문#한국외국어대학교,2021-01-22,좋아요 2개,,"['#모범손님👍', '#휘경동네일', '#유지력좋은', '#외대네일', '#속눈썹연장', '#패디큐어', '#네일아트잘하는잡', '#소통', '#외대네일', '#이달의아트', '#웨딩네일', '#네일디자인', '#외대정문', '#도란도란곱창', '#네일스타그램', '#봄내일', '#무광네일', '#외대', '#심플네일', '#nail', '#gelnails', '#코로나', '#가성비좋은네일샵', '#도깨비젤입고', '#유지력좋은샵', '#코로나', '#동대문', '#한국외국어대학교']","['모범', '손님', '샵', '보수', '휘경동', '네일', '외대', '네일', '속눈썹', '연장', '패디', '큐어', '네일아트', '잡', '외대', '네일', '달', '웨딩', '네일', '디자인', '외대', '정문', '곱창', '네일', '스타', '봄내', '무광', '네일', '외대', '심플', '네일', '코로나', '가성', '네일', '도깨비', '젤', '샵', '코로나', '동대문', '한국', '외국어', '대학교']"
435,435,간호사선배님들 항상 감사합니다#연이어 #챌린지 #연이어가겠습니다 #간대협 #대한간호대학학생협회 #코로나 #극복 #간호사 #간호학과,2021-01-22,좋아요 19개,,"['#연이어', '#챌린지', '#연이어가겠습니다', '#간대협', '#대한간호대학학생협회', '#코로나', '#극복', '#간호사', '#간호학과']","['간호사', '선배', '항상', '린지', '연', '간대협', '간호', '대학', '학생', '협회', '코로나', '극복', '간호사', '간호학']"
436,436,2021년 1월 23일 새벽 2시 요한계시록 두 선지자의 금요예배 설교 안내🇰🇷🌿🌿동시통역 생중계 채널유튜브: https://www.youtube.com/c/ARTHURPARKCHANNEL페이스북: https://www.facebook.com/JesusIsComingKorea/트위터: https://twitter.com/ArthurPark60페리스코프: https://www.pscp.tv/parkhsa/트위치: www.twitch.tv/parkhsa#코로나 #COVID19 #사회적거리두기 #교회 #예배 #요한계시록 #휴거 #환란 #회개와_거룩함 #주님의_길을_예비하라 #메시아께서_오신다 #love #instagood #fashion #photooftheday #art #beautiful #photography #happy #follow #cute #nature,2021-01-22,좋아요,,"['#코로나', '#COVID19', '#사회적거리두기', '#교회', '#예배', '#요한계시록', '#휴거', '#환란', '#회개와_거룩함', '#주님의_길을_예비하라', '#메시아께서_오신다', '#love', '#instagoo', '#fashion', '#photoofthe', '#art', '#beautiful', '#photography', '#happy', '#follow', '#cute', '#nature']","['요한계시록', '선지자', '금', '예배', '설교', '통역', '생중계', '유튜브', '페이스북', '트위터', '페리', '스코프', '트위치', '코로나', '사회', '두기', '교회', '예배', '요한계시록', '휴거', '환란', '회개', '주님', '예비', '메시아']"
437,437,저희 샵은 4주까지 보수를 해드리니 걱정마세요😊  #휘경동네일#유지력좋은#외대네일#속눈썹연장#패디큐어#네일아트잘하는잡#소통#외대네일#이달의아트#웨딩네일#네일디자인#외대정문#도란도란곱창#네일스타그램#봄내일#무광네일#외대#심플네일#nail#gelnails#코로나#가성비좋은네일샵#도깨비젤입고#유지력좋은샵#코로나#동대문#한국외국어대학교,2021-01-22,좋아요 2개,,"['#휘경동네일', '#유지력좋은', '#외대네일', '#속눈썹연장', '#패디큐어', '#네일아트잘하는잡', '#소통', '#외대네일', '#이달의아트', '#웨딩네일', '#네일디자인', '#외대정문', '#도란도란곱창', '#네일스타그램', '#봄내일', '#무광네일', '#외대', '#심플네일', '#nail', '#gelnails', '#코로나', '#가성비좋은네일샵', '#도깨비젤입고', '#유지력좋은샵', '#코로나', '#동대문', '#한국외국어대학교']","['샵', '보수', '휘경동', '네일', '외대', '네일', '속눈썹', '연장', '패디', '큐어', '네일아트', '잡', '외대', '네일', '달', '웨딩', '네일', '디자인', '외대', '정문', '곱창', '네일', '스타', '봄내', '무광', '네일', '외대', '심플', '네일', '코로나', '가성', '네일', '도깨비', '젤', '샵', '코로나', '동대문', '한국', '외국어', '대학교']"
438,438,-#긴머리 시절 💇🏻‍♀️그래도 지금이 편하고 좋당 🤷🏻‍♀️#셀카#옷스타그램#코로나#그만,2021-01-22,좋아요 27개,이태원,"['#긴머리', '#셀카', '#옷스타그램', '#코로나', '#그만']","['긴머리', '시절', '옷', '스타', '코로나']"
439,439,🐰😉💓,2021-01-22,좋아요 12개,,[],[]
440,440,#불금#팔오회#신년회#내추럴와인#WINE서울특별시 마포구 서교동 468-41망원동 최고 핫한 와인바 ‘NATTY’ Best wine bar in Mangwon  #불금스타그램#망원술집#망원맛집#모임#모임장소#naturalwine,2021-01-22,좋아요 17개,Objectapartment,"['#불금', '#팔오회', '#신년회', '#내추럴와인', '#WINE서울특별시', '#불금스타그램', '#망원술집', '#망원맛집', '#모임', '#모임장소', '#naturalwine']","['회', '신년', '회', '내추럴', '와인', '서울특별시', '마포구', '서교동', '망원동', '최고', '핫', '와인', '바', '스타', '망원', '술집', '망원', '맛집', '모임', '모임', '장소']"
441,441,집에서도 간단하게 할 수있는 홈트💜밴드 하나로도 따라하실 수 있어요~..엉덩이와 복부운동이니 추운날씨와 코로나에도 할 수있는 간단 운동!일곱가지 동작을 10회씩만 따라해주시면 된답니다👌..상담문의 010.7115.1403😎,2021-01-22,조회 12회,,[],"['집', '홈트', '밴드', '하나로', '엉덩이', '복부', '운동', '날씨', '코로나', '간단', '운동', '가지', '동작', '회', '해주시']"
442,442,#레이지모닝,2021-01-18,좋아요 515개,,['#레이지모닝'],"['레이지', '모닝']"
443,443,2021년 1월 23일 새벽 2시 요한계시록 두 선지자의 금요예배 설교 안내🇰🇷🌿🌿동시통역 생중계 채널유튜브: https://www.youtube.com/c/ARTHURPARKCHANNEL페이스북: https://www.facebook.com/JesusIsComingKorea/트위터: https://twitter.com/ArthurPark60페리스코프: https://www.pscp.tv/parkhsa/트위치: www.twitch.tv/parkhsa#코로나 #COVID19 #사회적거리두기 #교회 #예배 #요한계시록 #휴거 #환란 #회개와_거룩함 #주님의_길을_예비하라 #메시아께서_오신다 #love #instagood #fashion #photooftheday #art #beautiful #photography #happy #follow #cute #nature,2021-01-22,좋아요 2개,,"['#코로나', '#COVID19', '#사회적거리두기', '#교회', '#예배', '#요한계시록', '#휴거', '#환란', '#회개와_거룩함', '#주님의_길을_예비하라', '#메시아께서_오신다', '#love', '#instagoo', '#fashion', '#photoofthe', '#art', '#beautiful', '#photography', '#happy', '#follow', '#cute', '#nature']","['요한계시록', '선지자', '금', '예배', '설교', '통역', '생중계', '유튜브', '페이스북', '트위터', '페리', '스코프', '트위치', '코로나', '사회', '두기', '교회', '예배', '요한계시록', '휴거', '환란', '회개', '주님', '예비', '메시아']"
444,444,저희 샵은 4주까지 보수를 해드리니 걱정마세요😊  #휘경동네일#유지력좋은#외대네일#속눈썹연장#패디큐어#네일아트잘하는잡#소통#외대네일#이달의아트#웨딩네일#네일디자인#외대정문#도란도란곱창#네일스타그램#봄내일#무광네일#외대#심플네일#nail#gelnails#코로나#가성비좋은네일샵#도깨비젤입고#유지력좋은샵#코로나#동대문#한국외국어대학교,2021-01-22,좋아요 1개,,"['#휘경동네일', '#유지력좋은', '#외대네일', '#속눈썹연장', '#패디큐어', '#네일아트잘하는잡', '#소통', '#외대네일', '#이달의아트', '#웨딩네일', '#네일디자인', '#외대정문', '#도란도란곱창', '#네일스타그램', '#봄내일', '#무광네일', '#외대', '#심플네일', '#nail', '#gelnails', '#코로나', '#가성비좋은네일샵', '#도깨비젤입고', '#유지력좋은샵', '#코로나', '#동대문', '#한국외국어대학교']","['샵', '보수', '휘경동', '네일', '외대', '네일', '속눈썹', '연장', '패디', '큐어', '네일아트', '잡', '외대', '네일', '달', '웨딩', '네일', '디자인', '외대', '정문', '곱창', '네일', '스타', '봄내', '무광', '네일', '외대', '심플', '네일', '코로나', '가성', '네일', '도깨비', '젤', '샵', '코로나', '동대문', '한국', '외국어', '대학교']"
445,445,#헬스장 #인스타그램 #맞팔 #팔로워 #운동스타그램 #자기관리 #분당 #청담 #죽전pt #헬스#피부#강남#헬스타그램#셀카그램 #운동 #운동시작 #소통 #마스크 #머슬#pt #다이어트#바디프로필#코로나#여성전용  이 영상처럼 어깨 운동하기전에 하시면  어깨 회전근과 각  어깨 부위별로   자극을 느낄수있습니다,2021-01-22,조회 2회,죽전동,"['#헬스장', '#인스타그램', '#맞팔', '#팔로워', '#운동스타그램', '#자기관리', '#분당', '#청담', '#죽전pt', '#헬스', '#피부', '#강남', '#헬스타그램', '#셀카그램', '#운동', '#운동시작', '#소통', '#마스크', '#머슬', '#pt', '#다이어트', '#바디프로필', '#코로나', '#여성전용']","['헬스장', '운동', '스타', '분당', '청담', '헬스', '피부', '강남', '헬', '스타', '운동', '운동', '마스크', '머슬', '다이어트', '바디', '프로필', '코로나', '여성', '전용', '영상', '어깨', '운동', '어깨', '회전', '어깨', '부위', '별로', '자극']"
446,446,저희 샵은 4주까지 보수를 해드리니 걱정마세요😊  #휘경동네일#유지력좋은#외대네일#속눈썹연장#패디큐어#네일아트잘하는잡#소통#외대네일#이달의아트#웨딩네일#네일디자인#외대정문#도란도란곱창#네일스타그램#봄내일#무광네일#외대#심플네일#nail#gelnails#코로나#가성비좋은네일샵#도깨비젤입고#유지력좋은샵#코로나#동대문#한국외국어대학교,2021-01-22,좋아요 1개,,"['#휘경동네일', '#유지력좋은', '#외대네일', '#속눈썹연장', '#패디큐어', '#네일아트잘하는잡', '#소통', '#외대네일', '#이달의아트', '#웨딩네일', '#네일디자인', '#외대정문', '#도란도란곱창', '#네일스타그램', '#봄내일', '#무광네일', '#외대', '#심플네일', '#nail', '#gelnails', '#코로나', '#가성비좋은네일샵', '#도깨비젤입고', '#유지력좋은샵', '#코로나', '#동대문', '#한국외국어대학교']","['샵', '보수', '휘경동', '네일', '외대', '네일', '속눈썹', '연장', '패디', '큐어', '네일아트', '잡', '외대', '네일', '달', '웨딩', '네일', '디자인', '외대', '정문', '곱창', '네일', '스타', '봄내', '무광', '네일', '외대', '심플', '네일', '코로나', '가성', '네일', '도깨비', '젤', '샵', '코로나', '동대문', '한국', '외국어', '대학교']"
447,447,저희 샵은 4주까지 보수를 해드리니 걱정마세요😊  #휘경동네일#유지력좋은#외대네일#속눈썹연장#패디큐어#네일아트잘하는잡#소통#외대네일#이달의아트#웨딩네일#네일디자인#외대정문#도란도란곱창#네일스타그램#봄내일#무광네일#외대#심플네일#nail#gelnails#코로나#가성비좋은네일샵#도깨비젤입고#유지력좋은샵#코로나#동대문#한국외국어대학교,2021-01-22,좋아요 2개,,"['#휘경동네일', '#유지력좋은', '#외대네일', '#속눈썹연장', '#패디큐어', '#네일아트잘하는잡', '#소통', '#외대네일', '#이달의아트', '#웨딩네일', '#네일디자인', '#외대정문', '#도란도란곱창', '#네일스타그램', '#봄내일', '#무광네일', '#외대', '#심플네일', '#nail', '#gelnails', '#코로나', '#가성비좋은네일샵', '#도깨비젤입고', '#유지력좋은샵', '#코로나', '#동대문', '#한국외국어대학교']","['샵', '보수', '휘경동', '네일', '외대', '네일', '속눈썹', '연장', '패디', '큐어', '네일아트', '잡', '외대', '네일', '달', '웨딩', '네일', '디자인', '외대', '정문', '곱창', '네일', '스타', '봄내', '무광', '네일', '외대', '심플', '네일', '코로나', '가성', '네일', '도깨비', '젤', '샵', '코로나', '동대문', '한국', '외국어', '대학교']"
448,448,#코로나 우리 함께 지켜요......박승철헤어스투디오 독산롯데캐슬점디자이너 현미😁•OFF 화•월~토 OPEN 10:00 CLOSE 8:00•일요일OPEN 10:00 CLOSE 7:00•02 803 3996• 서울 금천구 시흥대로 291  금천롯데캐슬골드파크 #금천구청 1번출구•예약링크☝️☝️☝️. ......#박승철헤어스투디오 #박승철독산롯데캐슬점 #금천구미용실 #시흥동미용실 #독산미용실 #s컬펌 #c컬펌 #여자머리스타일 #남자머리스타일 #단발 #긴머리 #숏컷 #좋아요 #미용실 #미용실추천,2021-01-22,좋아요 4개,,"['#코로나', '#금천구청', '#박승철헤어스투디오', '#박승철독산롯데캐슬점', '#금천구미용실', '#시흥동미용실', '#독산미용실', '#s컬펌', '#c컬펌', '#여자머리스타일', '#남자머리스타일', '#단발', '#긴머리', '#숏컷', '#좋아요', '#미용실', '#미용실추천']","['코로나', '박승철', '헤어', '스투', '디오', '독산', '롯데', '캐슬', '디자이너', '현미', '화', '토', '일요일', '서울', '금천구', '시흥대로', '금천', '롯데', '캐슬', '골드', '파크', '금천구청', '출구', '링크', '박승철', '헤어', '스투', '디오', '박승철', '독산', '롯데', '캐슬', '금천구', '미용실', '시흥동', '미용실', '독산', '미용실', '컬펌', '컬펌', '머리스타일', '남자', '머리스타일', '단발', '긴머리', '숏컷', '미용실', '미용실']"
449,449,코로나빠이!!! 알콜이라먹어도되나몰라 크큭#코로나#빠이#안녕#손소독#최강자#lefairy#르페어#르페어리#르페어리손소독제#겔타입#유칼립투스향,2021-01-22,좋아요 19개,,"['#코로나', '#빠이', '#안녕', '#손소독', '#최강자', '#lefairy', '#르페어', '#르페어리', '#르페어리손소독제', '#겔타입', '#유칼립투스향']","['코로', '알콜', '크큭', '코로나', '빠이', '안녕', '손소독', '최강', '르', '페어', '르', '페어리', '르', '페어리', '손소독제', '겔', '타입', '유칼립투스', '향']"
450,450,#fx #trading #tradingforex #copytrading.#코로나 #마이너스금리 #언택트 #온택트 #고령화시대 #저축 #투자.#trendlinestrategy #breakout #retest go upside📈.#수익 or #손실 #책임 은 나의 몫。남탓좀 그만하길。#똥멍청이💩.#환율거래 #외환거래 #생각차이 #실력차이✌🏻,2021-01-22,좋아요 19개,,"['#fx', '#tra', '#tra', '#copytra', '#코로나', '#마이너스금리', '#언택트', '#온택트', '#고령화시대', '#저축', '#투자.', '#tren', '#breakout', '#retest', '#수익', '#손실', '#책임', '#똥멍청이💩.', '#환율거래', '#외환거래', '#생각차이', '#실력차이✌🏻']","['코로나', '마이너스', '금리', '언택트', '온택트', '고령화', '시대', '저축', '투자', '수익', '손실', '책임', '은', '몫', '남탓좀', '똥', '멍청이', '환율', '거래', '외환거래', '차이', '실력', '차이']"
451,451,#5주후#길이조정#4주더!!#홧팅👊 #프렌치장점저희 샵은 4주까지 보수를 해드리니 걱정마세요😊  #휘경동네일#유지력좋은#외대네일#속눈썹연장#패디큐어#네일아트잘하는잡#소통#외대네일#이달의아트#웨딩네일#네일디자인#외대정문#도란도란곱창#네일스타그램#봄내일#무광네일#외대#심플네일#nail#gelnails#코로나#가성비좋은네일샵#도깨비젤입고#유지력좋은샵#코로나#동대문#한국외국어대학교,2021-01-22,좋아요 2개,,"['#5주후', '#길이조정', '#4주더!!', '#홧팅👊', '#프렌치장점저희', '#휘경동네일', '#유지력좋은', '#외대네일', '#속눈썹연장', '#패디큐어', '#네일아트잘하는잡', '#소통', '#외대네일', '#이달의아트', '#웨딩네일', '#네일디자인', '#외대정문', '#도란도란곱창', '#네일스타그램', '#봄내일', '#무광네일', '#외대', '#심플네일', '#nail', '#gelnails', '#코로나', '#가성비좋은네일샵', '#도깨비젤입고', '#유지력좋은샵', '#코로나', '#동대문', '#한국외국어대학교']","['길이', '조정', '주더', '홧팅', '프렌치', '장점', '샵', '보수', '휘경동', '네일', '외대', '네일', '속눈썹', '연장', '패디', '큐어', '네일아트', '잡', '외대', '네일', '달', '웨딩', '네일', '디자인', '외대', '정문', '곱창', '네일', '스타', '봄내', '무광', '네일', '외대', '심플', '네일', '코로나', '가성', '네일', '도깨비', '젤', '샵', '코로나', '동대문', '한국', '외국어', '대학교']"
452,452,"코로나에 피부를 약하게 만드는 손소독제를 어쩔 수 없이 사용할 수 밖에 없는 이들을 위해 65%로 에탄올을 함유하고도 특별한 보습성분으로 피부 건강은 지켜줄 수 있는 유일무이한 제품, 어릴적부터 아토피로 약한 피부를 가진 개발자가 직접 테스트한, 연약한 어린아이도 안심하고 사용할 수 있도록 세계에서 가장 우수한 무지개 세라마이드와 10가지 히알루론산을 어떤 고급브랜드에서 제품에 적용하기 힘든 함량인 50,000ppm씩이나 적용한, 소중한 나와 아이를 위한 핸드크림을 와디즈에서 지금 만나보세요. #피에르떼#크렘드프로텍시옹#와디즈#뷰티#화장품#핸드크림#코로나#손소독#보습#민감성#아토피#세라마이드#무지개세라마이드#10가지#히알루론산",2021-01-22,좋아요 3개,,"['#피에르떼', '#크렘드프로텍시옹', '#와디즈', '#뷰티', '#화장품', '#핸드크림', '#코로나', '#손소독', '#보습', '#민감성', '#아토피', '#세라마이드', '#무지개세라마이드', '#10가지', '#히알루론산']","['코로나', '피부', '손소독제', '에탄올', '함유', '보습', '성분', '피부', '건강', '유일', '무', '적', '아토피', '피부', '개발자', '직접', '테스트', '안심', '세계', '무지개', '라마', '이드', '가지', '히알루론산', '고급', '브랜드', '적용', '함량', '씩', '적용', '위', '핸드', '크림', '와디', '피에르', '떼', '크렘드프로텍', '시옹', '와디', '뷰티', '화장품', '핸드', '크림', '코로나', '손소독', '보습', '민감', '아토피', '라마', '이드', '무지개', '라마', '이드', '가지', '히알루론산']"
453,453,#모범손님👍 저희 샵은 4주까지 보수를 해드리니 걱정마세요😊  #휘경동네일#유지력좋은#외대네일#속눈썹연장#패디큐어#네일아트잘하는잡#소통#외대네일#이달의아트#웨딩네일#네일디자인#외대정문#도란도란곱창#네일스타그램#봄내일#무광네일#외대#심플네일#nail#gelnails#코로나#가성비좋은네일샵#도깨비젤입고#유지력좋은샵#코로나#동대문#한국외국어대학교,2021-01-22,좋아요 1개,,"['#모범손님👍', '#휘경동네일', '#유지력좋은', '#외대네일', '#속눈썹연장', '#패디큐어', '#네일아트잘하는잡', '#소통', '#외대네일', '#이달의아트', '#웨딩네일', '#네일디자인', '#외대정문', '#도란도란곱창', '#네일스타그램', '#봄내일', '#무광네일', '#외대', '#심플네일', '#nail', '#gelnails', '#코로나', '#가성비좋은네일샵', '#도깨비젤입고', '#유지력좋은샵', '#코로나', '#동대문', '#한국외국어대학교']","['모범', '손님', '샵', '보수', '휘경동', '네일', '외대', '네일', '속눈썹', '연장', '패디', '큐어', '네일아트', '잡', '외대', '네일', '달', '웨딩', '네일', '디자인', '외대', '정문', '곱창', '네일', '스타', '봄내', '무광', '네일', '외대', '심플', '네일', '코로나', '가성', '네일', '도깨비', '젤', '샵', '코로나', '동대문', '한국', '외국어', '대학교']"
454,454,"손소독과 피부장벽케어를 한번에?!!! 코로나에 피부를 약하게 만드는 손소독제를 어쩔 수 없이 사용할 수 밖에 없는 이들을 위해!! 65%로 에탄올을 함유하고도 특별한 보습성분으로 피부 건강은 지켜줄 수 있는 유일무이한 제품!! 어릴적부터 아토피로 약한 피부를 가진 개발자가 직접 테스트한!! 연약한 어린아이도 안심하고 사용할 수 있도록 세계에서 가장 우수한 무지개 세라마이드와 10가지 히알루론산을 어떤 고급브랜드에서 제품에 적용하기 힘든 함량인 50,000ppm씩이나 적용한!! 소중한 나와 아이를 위한 핸드크림을 와디즈에서 지금 만나보세요!! #피에르떼#크렘드프로텍시옹#와디즈#뷰티#화장품#핸드크림#코로나#손소독#보습#민감성#아토피#세라마이드#무지개세라마이드#10가지#히알루론산",2021-01-22,좋아요 1개,,"['#피에르떼', '#크렘드프로텍시옹', '#와디즈', '#뷰티', '#화장품', '#핸드크림', '#코로나', '#손소독', '#보습', '#민감성', '#아토피', '#세라마이드', '#무지개세라마이드', '#10가지', '#히알루론산']","['손소독', '피부', '장벽', '케어', '한번', '코로나', '피부', '손소독제', '에탄올', '함유', '보습', '성분', '피부', '건강', '유일', '무', '적', '아토피', '피부', '개발자', '직접', '테스트', '안심', '세계', '무지개', '라마', '이드', '가지', '히알루론산', '고급', '브랜드', '적용', '함량', '씩', '적용', '위', '핸드', '크림', '와디', '피에르', '떼', '크렘드프로텍', '시옹', '와디', '뷰티', '화장품', '핸드', '크림', '코로나', '손소독', '보습', '민감', '아토피', '라마', '이드', '무지개', '라마', '이드', '가지', '히알루론산']"
455,455,초생달이 예쁘넹~...................#1월#2월#출근#재택#결심#셀피#책상#새배#집콕#봄#여름#토요일#일요일#코로나#재산#시골생활#시골일상#시골감성#썰매#눈썰매#쌀포대#시바견#반려견#강아지#댕댕이#시바이누,2021-01-22,좋아요 3개,,"['#1월', '#2월', '#출근', '#재택', '#결심', '#셀피', '#책상', '#새배', '#집콕', '#봄', '#여름', '#토요일', '#일요일', '#코로나', '#재산', '#시골생활', '#시골일상', '#시골감성', '#썰매', '#눈썰매', '#쌀포대', '#시바견', '#반려견', '#강아지', '#댕댕이', '#시바이누']","['초생달', '예쁘넹', '출근', '재택', '결심', '책상', '배', '집콕', '봄', '여름', '토요일', '일요일', '코로나', '재산', '시골', '생활', '시골', '시골', '감성', '썰매', '눈썰매', '쌀', '포대', '시바견', '반려견', '강아지', '댕댕', '시바이누']"
456,456,저희 샵은 4주까지 보수를 해드리니 걱정마세요😊  #휘경동네일#유지력좋은#외대네일#속눈썹연장#패디큐어#네일아트잘하는잡#소통#외대네일#이달의아트#웨딩네일#네일디자인#외대정문#도란도란곱창#네일스타그램#봄내일#무광네일#외대#심플네일#nail#gelnails#코로나#가성비좋은네일샵#도깨비젤입고#유지력좋은샵#코로나#동대문#한국외국어대학교,2021-01-22,좋아요 3개,,"['#휘경동네일', '#유지력좋은', '#외대네일', '#속눈썹연장', '#패디큐어', '#네일아트잘하는잡', '#소통', '#외대네일', '#이달의아트', '#웨딩네일', '#네일디자인', '#외대정문', '#도란도란곱창', '#네일스타그램', '#봄내일', '#무광네일', '#외대', '#심플네일', '#nail', '#gelnails', '#코로나', '#가성비좋은네일샵', '#도깨비젤입고', '#유지력좋은샵', '#코로나', '#동대문', '#한국외국어대학교']","['샵', '보수', '휘경동', '네일', '외대', '네일', '속눈썹', '연장', '패디', '큐어', '네일아트', '잡', '외대', '네일', '달', '웨딩', '네일', '디자인', '외대', '정문', '곱창', '네일', '스타', '봄내', '무광', '네일', '외대', '심플', '네일', '코로나', '가성', '네일', '도깨비', '젤', '샵', '코로나', '동대문', '한국', '외국어', '대학교']"
457,457,Edin Flower.#퇴근하고싶어요.빨리~ 픽업해주세요~.문자나 톡으로는 예약이 늦어질 수 있으니궁금하신 내용은 전화문의 부탁드립니다....#100송이장미 #여친꽃다발 #기념일꽃다발 #와이프생일#동탄플라워카페 #반송동꽃집 #동탄고앞꽃집#평택꽃집 #동탄꽃집추천 #평택졸업꽃다발예약 #프로포즈 #평택꽃집추천 #EdinFlower #평택졸업꽃다발 #camphumphreyskorea #동탄졸업꽃다발 #동탄플라워수업 #평택시내꽃집 #동탄맘 #동탄맛집 #평택역 #평택역꽃집 #동탄졸업꽃다발예약 #코로나,2021-01-22,좋아요 10개,동탄고등학교,"['#퇴근하고싶어요.빨리~', '#100송이장미', '#여친꽃다발', '#기념일꽃다발', '#와이프생일', '#동탄플라워카페', '#반송동꽃집', '#동탄고앞꽃집', '#평택꽃집', '#동탄꽃집추천', '#평택졸업꽃다발예약', '#프로포즈', '#평택꽃집추천', '#E', '#평택졸업꽃다발', '#camphumphreyskorea', '#동탄졸업꽃다발', '#동탄플라워수업', '#평택시내꽃집', '#동탄맘', '#동탄맛집', '#평택역', '#평택역꽃집', '#동탄졸업꽃다발예약', '#코로나']","['퇴근', '픽업', '문자', '톡', '내용', '전화', '송이', '장미', '여친', '꽃다발', '기념일', '꽃다발', '와이프', '생일', '동탄', '플라워', '카페', '반송동', '꽃집', '동탄', '앞꽃집', '평택', '꽃집', '동탄', '꽃집', '평택', '졸업', '꽃다발', '프로포즈', '평택', '꽃집', '평택', '졸업', '꽃다발', '동탄', '졸업', '꽃다발', '동탄', '플라워', '수업', '평택시', '꽃집', '동탄', '동탄', '맛집', '평택', '역', '평택', '역꽃집', '동탄', '졸업', '꽃다발', '코로나']"
458,458,·이팝 😘,2021-01-22,좋아요 15개,대전 봉명동,[],['팝']
